created_at,entry_id,field2
2021-07-14 07:01:32 UTC,306,88.00
2021-07-14 07:01:48 UTC,307,88.00
2021-07-14 07:02:03 UTC,308,88.00
2021-07-14 07:02:18 UTC,309,88.00
2021-07-14 07:02:33 UTC,310,88.00
2021-07-14 07:02:49 UTC,311,89.00
2021-07-14 07:03:05 UTC,312,89.00
2021-07-14 07:03:20 UTC,313,89.00
2021-07-14 07:03:36 UTC,314,89.00
2021-07-14 07:03:51 UTC,315,89.00
2021-07-14 07:04:06 UTC,316,88.00
2021-07-14 07:04:22 UTC,317,88.00
2021-07-14 07:04:38 UTC,318,88.00
2021-07-14 07:04:53 UTC,319,88.00
2021-07-14 07:05:08 UTC,320,88.00
2021-07-14 07:05:24 UTC,321,87.00
2021-07-14 07:05:39 UTC,322,88.00
2021-07-14 07:05:54 UTC,323,88.00
2021-07-14 07:06:10 UTC,324,88.00
2021-07-14 07:06:25 UTC,325,88.00
2021-07-14 07:06:41 UTC,326,87.00
2021-07-14 07:06:56 UTC,327,87.00
2021-07-14 07:07:12 UTC,328,87.00
2021-07-14 07:07:27 UTC,329,87.00
2021-07-14 07:07:44 UTC,330,87.00
2021-07-14 07:07:59 UTC,331,87.00
2021-07-14 07:08:14 UTC,332,88.00
2021-07-14 07:08:30 UTC,333,88.00
2021-07-14 07:08:45 UTC,334,88.00
2021-07-14 07:09:00 UTC,335,88.00
2021-07-14 07:09:15 UTC,336,89.00
2021-07-14 07:09:31 UTC,337,89.00
2021-07-14 07:09:46 UTC,338,89.00
2021-07-14 07:10:01 UTC,339,89.00
2021-07-14 07:10:17 UTC,340,89.00
2021-07-14 07:10:33 UTC,341,89.00
2021-07-14 07:10:48 UTC,342,90.00
2021-07-14 07:11:03 UTC,343,89.00
2021-07-14 07:11:18 UTC,344,89.00
2021-07-14 07:11:33 UTC,345,90.00
2021-07-14 07:11:49 UTC,346,90.00
2021-07-14 07:12:04 UTC,347,89.00
2021-07-14 10:17:43 UTC,348,78.00
2021-07-14 10:17:58 UTC,349,78.00
2021-07-14 10:18:13 UTC,350,79.00
2021-07-14 10:18:28 UTC,351,80.00
2021-07-14 10:18:44 UTC,352,79.00
2021-07-14 10:24:29 UTC,353,80.00
2021-07-14 10:24:45 UTC,354,80.00
2021-07-14 10:25:00 UTC,355,80.00
2021-07-14 10:25:16 UTC,356,80.00
2021-07-14 10:25:31 UTC,357,80.00
2021-07-14 10:25:47 UTC,358,81.00
2021-07-14 10:26:03 UTC,359,81.00
2021-07-14 10:26:18 UTC,360,81.00
2021-07-14 10:26:36 UTC,361,81.00
2021-07-14 10:26:51 UTC,362,81.00
2021-07-14 10:27:07 UTC,363,81.00
2021-07-14 10:27:25 UTC,364,81.00
2021-07-14 10:27:40 UTC,365,81.00
2021-07-14 10:27:56 UTC,366,81.00
2021-07-14 10:28:12 UTC,367,81.00
2021-07-14 10:28:27 UTC,368,81.00
2021-07-14 10:28:43 UTC,369,81.00
2021-07-14 10:28:58 UTC,370,81.00
2021-07-14 10:29:14 UTC,371,81.00
2021-07-14 10:29:46 UTC,372,81.00
2021-07-14 10:30:01 UTC,373,81.00
2021-07-14 10:30:17 UTC,374,80.00
2021-07-14 10:30:33 UTC,375,81.00
2021-07-14 10:30:48 UTC,376,81.00
2021-07-14 10:31:03 UTC,377,81.00
2021-07-14 10:31:19 UTC,378,80.00
2021-07-14 10:31:34 UTC,379,80.00
2021-07-14 10:31:49 UTC,380,80.00
2021-07-14 10:32:05 UTC,381,80.00
2021-07-14 10:32:20 UTC,382,76.00
2021-07-14 10:32:35 UTC,383,72.00
2021-07-14 10:32:50 UTC,384,71.00
2021-07-14 10:33:05 UTC,385,72.00
2021-07-14 10:33:20 UTC,386,72.00
2021-07-14 10:33:35 UTC,387,74.00
2021-07-14 10:33:51 UTC,388,74.00
2021-07-14 10:34:06 UTC,389,73.00
2021-07-14 10:34:21 UTC,390,71.00
2021-07-14 10:34:36 UTC,391,71.00
2021-07-14 10:34:52 UTC,392,72.00
2021-07-14 10:35:07 UTC,393,74.00
2021-07-14 10:35:22 UTC,394,76.00
2021-07-14 10:35:38 UTC,395,77.00
2021-07-14 10:35:54 UTC,396,79.00
2021-07-14 10:36:09 UTC,397,80.00
2021-07-14 10:36:24 UTC,398,81.00
2021-07-14 10:36:40 UTC,399,80.00
2021-07-14 10:36:56 UTC,400,80.00
2021-07-14 10:37:12 UTC,401,81.00
2021-07-14 10:37:28 UTC,402,81.00
2021-07-14 10:37:44 UTC,403,81.00
2021-07-14 10:37:59 UTC,404,81.00
2021-07-14 10:38:15 UTC,405,81.00
